Category,Metric,varianta_using_xms Mean,variantb_no_xms Mean,varianta_using_xms P50,variantb_no_xms P50,varianta_using_xms P90,variantb_no_xms P90,Unit
:sync:sync-test:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:sync:sync-test:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:sync:sync-test:compileProdDebugKotlin,Number of classpath entries,60,60,60,60,60,60,
:sync:sync-test:compileProdDebugKotlin,Number of lines analyzed,72,72,72,72,72,72,
:sync:sync-test:compileProdDebugKotlin,Size of shrunk classpath snapshot,7.1,7.1,7,7,7,7,KB
:sync:sync-test:compileProdDebugKotlin,Compiler IR generation line number,72,72,72,72,72,72,
:sync:sync-test:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:sync:sync-test:compileProdDebugKotlin,Analysis lines per second,812,775,867,847,985,972,
:sync:sync-test:compileProdDebugKotlin,Total size of the cache directory,444.2,444.2,444,444,444,444,KB
:sync:sync-test:compileProdDebugKotlin,Compiler IR translation line number,72,72,72,72,72,72,
:sync:sync-test:compileProdDebugKotlin,Code generation lines per second,3135,2661,3272,2619,3789,3770,
:sync:sync-test:compileProdDebugKotlin,Compiler IR lowering line number,72,72,72,72,72,72,
:sync:sync-test:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:sync:sync-test:compileProdDebugKotlin,Size of classpath snapshot,3.4,3.4,3,3,3,3,MB
:sync:sync-test:compileProdDebugKotlin,Update caches,1.67,2.5,1,2,3,7,ms
:sync:sync-test:compileProdDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:sync:sync-test:compileProdDebugKotlin,Save shrunk current classpath snapshot,11.33,2.0,3,2,30,2,ms
:sync:sync-test:compileProdDebugKotlin,Clear output,3.0,,3,,3,,ms
:sync:sync-test:compileProdDebugKotlin,Write history file,1.0,,1,,1,,ms
:sync:sync-test:compileProdDebugKotlin,Store build info,1.0,1.0,1,1,1,1,ms
:sync:sync-test:compileProdDebugKotlin,Clear jar cache,3.0,2.13,3,1,3,7,ms
:sync:work:compileDemoDebugKotlin,Update caches,7.68,11.46,8,7,11,17,ms
:sync:work:compileDemoDebugKotlin,Start gradle worker,2.16,2.46,1,2,5,5,ms
:sync:work:compileDemoDebugKotlin,Load current classpath snapshot,9.52,11.12,9,10,16,18,ms
:sync:work:compileDemoDebugKotlin,Total Gradle task time,1448.8,1531.24,1454,1481,1730,1810,ms
:sync:work:compileDemoDebugKotlin,Sources compilation round,1112.28,1157.88,1132,1138,1341,1403,ms
:sync:work:compileDemoDebugKotlin,Compiler code generation,299.38,324.32,288,296,425,520,ms
:sync:work:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,42.6,43.88,41,42,63,75,ms
:sync:work:compileDemoDebugKotlin,Compiler IR generation,154.0,163.7,145,157,196,264,ms
:sync:work:compileDemoDebugKotlin,Spent time before task action,27.44,30.5,27,28,38,47,ms
:sync:work:compileDemoDebugKotlin,Connect to Kotlin daemon,12.94,13.68,11,12,19,24,ms
:sync:work:compileDemoDebugKotlin,Run compilation,1275.12,1350.8,1297,1327,1512,1625,ms
:sync:work:compileDemoDebugKotlin,Incremental compilation in daemon,1248.22,1322.76,1266,1303,1487,1604,ms
:sync:work:compileDemoDebugKotlin,Task action before worker execution,28.38,30.58,27,29,38,42,ms
:sync:work:compileDemoDebugKotlin,Compiler code analysis,668.44,684.36,665,688,864,820,ms
:sync:work:compileDemoDebugKotlin,Calculate output size,1.88,2.86,1,2,4,7,ms
:sync:work:compileDemoDebugKotlin,Compiler IR lowering,144.92,160.16,141,148,178,249,ms
:sync:work:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,44.56,46.76,42,43,65,78,ms
:sync:work:compileDemoDebugKotlin,Compiler IR translation,97.98,99.28,90,96,142,144,ms
:sync:work:compileDemoDebugKotlin,Clear jar cache,2.41,3.58,2,3,5,6,ms
:sync:work:compileDemoDebugKotlin,Compiler initialization time,38.86,41.96,37,39,56,65,ms
:sync:work:compileDemoDebugKotlin,Run compilation in Gradle worker,1293.98,1372.54,1308,1342,1532,1650,ms
:sync:work:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,55,55,55,55,55,55,
:sync:work:compileDemoDebugKotlin,Number of lines for code generation,496,496,496,496,496,496,
:sync:work:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:sync:work:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:sync:work:compileDemoDebugKotlin,Number of classpath entries,61,61,61,61,61,61,
:sync:work:compileDemoDebugKotlin,Number of lines analyzed,496,496,496,496,496,496,
:sync:work:compileDemoDebugKotlin,Size of shrunk classpath snapshot,46.1,46.1,46,46,46,46,KB
:sync:work:compileDemoDebugKotlin,Compiler IR generation line number,496,496,496,496,496,496,
:sync:work:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:sync:work:compileDemoDebugKotlin,Analysis lines per second,768,754,746,721,1002,1024,
:sync:work:compileDemoDebugKotlin,Total size of the cache directory,579.4,579.4,579,579,579,579,KB
:sync:work:compileDemoDebugKotlin,Compiler IR translation line number,496,496,496,496,496,496,
:sync:work:compileDemoDebugKotlin,Code generation lines per second,1778,1740,1725,1676,2405,2567,
:sync:work:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,6,6,6,6,6,6,
:sync:work:compileDemoDebugKotlin,Compiler IR lowering line number,496,496,496,496,496,496,
:sync:work:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:sync:work:compileDemoDebugKotlin,Size of classpath snapshot,3.4,3.4,3,3,3,3,MB
:sync:work:compileDemoDebugKotlin,Save shrunk current classpath snapshot,2.54,5.0,2,3,5,13,ms
:sync:work:compileDemoDebugKotlin,Clear output,1.5,4.5,2,5,2,6,ms
:sync:work:compileDemoDebugKotlin,Store build info,7.0,,7,,7,,ms
:sync:work:compileDemoDebugKotlin,Write history file,1.0,4.5,1,5,1,6,ms
:sync:work:compileProdDebugKotlin,Update caches,4.98,5.36,5,5,8,8,ms
:sync:work:compileProdDebugKotlin,Start gradle worker,2.0,2.43,1,2,5,5,ms
:sync:work:compileProdDebugKotlin,Load current classpath snapshot,6.74,11.0,6,6,10,12,ms
:sync:work:compileProdDebugKotlin,Total Gradle task time,1509.7,1620.76,1530,1534,1798,1966,ms
:sync:work:compileProdDebugKotlin,Save shrunk current classpath snapshot,2.6,2.0,3,2,5,3,ms
:sync:work:compileProdDebugKotlin,Sources compilation round,1196.9,1281.76,1197,1224,1471,1603,ms
:sync:work:compileProdDebugKotlin,Compiler code generation,261.9,306.12,249,302,337,404,ms
:sync:work:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,34.96,40.28,35,37,47,55,ms
:sync:work:compileProdDebugKotlin,Compiler IR generation,119.1,130.64,116,124,171,185,ms
:sync:work:compileProdDebugKotlin,Spent time before task action,26.04,26.78,25,25,38,39,ms
:sync:work:compileProdDebugKotlin,Connect to Kotlin daemon,16.28,25.28,9,10,19,29,ms
:sync:work:compileProdDebugKotlin,Run compilation,1331.16,1433.96,1323,1360,1630,1789,ms
:sync:work:compileProdDebugKotlin,Incremental compilation in daemon,1308.44,1409.46,1298,1338,1600,1770,ms
:sync:work:compileProdDebugKotlin,Task action before worker execution,32.58,30.72,30,29,47,41,ms
:sync:work:compileProdDebugKotlin,Compiler code analysis,695.18,727.02,648,720,840,898,ms
:sync:work:compileProdDebugKotlin,Calculate output size,2.1,2.08,1,1,5,4,ms
:sync:work:compileProdDebugKotlin,Compiler IR lowering,142.2,175.0,133,169,183,249,ms
:sync:work:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,36.98,42.18,37,39,50,61,ms
:sync:work:compileProdDebugKotlin,Compiler IR translation,187.42,201.74,173,190,277,301,ms
:sync:work:compileProdDebugKotlin,Clear jar cache,1.85,1.76,1,1,5,5,ms
:sync:work:compileProdDebugKotlin,Compiler initialization time,44.58,39.12,41,38,72,58,ms
:sync:work:compileProdDebugKotlin,Run compilation in Gradle worker,1350.94,1463.18,1335,1376,1643,1801,ms
:sync:work:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,74,71,74,74,74,74,
:sync:work:compileProdDebugKotlin,Number of lines for code generation,582,582,582,582,582,582,
:sync:work:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:sync:work:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:sync:work:compileProdDebugKotlin,Number of classpath entries,82,82,82,82,82,82,
:sync:work:compileProdDebugKotlin,Number of lines analyzed,582,582,582,582,582,582,
:sync:work:compileProdDebugKotlin,Size of shrunk classpath snapshot,49.2,49.2,49,49,49,49,KB
:sync:work:compileProdDebugKotlin,Compiler IR generation line number,582,582,582,582,582,582,
:sync:work:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:sync:work:compileProdDebugKotlin,Analysis lines per second,863,849,898,809,1069,1194,
:sync:work:compileProdDebugKotlin,Total size of the cache directory,588.8,588.8,589,589,589,589,KB
:sync:work:compileProdDebugKotlin,Compiler IR translation line number,582,582,582,582,582,582,
:sync:work:compileProdDebugKotlin,Code generation lines per second,2348,2056,2337,1931,3061,2992,
:sync:work:compileProdDebugKotlin,Number of cache misses when loading classpath entry snapshots,8,10,8,8,8,16,
:sync:work:compileProdDebugKotlin,Compiler IR lowering line number,582,582,582,582,582,582,
:sync:work:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:sync:work:compileProdDebugKotlin,Size of classpath snapshot,3.7,3.7,4,4,4,4,MB
:sync:work:compileProdDebugKotlin,Clear output,2.33,1.0,3,1,3,1,ms
:sync:work:compileProdDebugKotlin,Write history file,2.5,2.0,3,2,3,3,ms
:sync:work:compileProdDebugKotlin,Store build info,3.0,2.25,3,3,3,3,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Start gradle worker,3.38,3.22,3,2,6,7,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Load current classpath snapshot,38.18,37.22,35,30,54,52,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Total Gradle task time,3945.84,4253.6,3943,4234,4215,4610,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Sources compilation round,3456.36,3748.2,3475,3730,3777,4073,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Compiler code generation,583.0,637.94,585,619,672,762,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,119.46,119.84,112,112,183,169,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Compiler IR generation,88.36,91.28,84,89,115,109,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Spent time before task action,32.72,39.74,32,36,42,59,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Connect to Kotlin daemon,27.94,26.76,24,23,40,52,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Run compilation,3729.54,4034.72,3736,4012,4038,4349,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Incremental compilation in daemon,3687.48,3986.86,3697,3958,4006,4311,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Task action before worker execution,56.88,39.46,65,28,93,99,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Compiler code analysis,1311.08,1435.24,1318,1424,1514,1641,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Calculate output size,3.2,3.78,3,3,7,8,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Compiler IR lowering,494.14,546.08,484,540,581,656,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,121.9,122.26,115,114,185,173,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Compiler IR translation,1465.88,1581.24,1461,1560,1666,1800,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Clear jar cache,2.95,3.0,2,2,6,6,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Compiler initialization time,86.04,81.4,78,73,120,123,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Run compilation in Gradle worker,3765.02,4071.62,3784,4038,4075,4380,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,19,19,19,19,19,19,
:ui-test-hilt-manifest:compileDemoDebugKotlin,Number of lines for code generation,28,28,28,28,28,28,
:ui-test-hilt-manifest:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:ui-test-hilt-manifest:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:ui-test-hilt-manifest:compileDemoDebugKotlin,Number of classpath entries,39,39,39,39,39,39,
:ui-test-hilt-manifest:compileDemoDebugKotlin,Number of lines analyzed,28,28,28,28,28,28,
:ui-test-hilt-manifest:compileDemoDebugKotlin,Size of shrunk classpath snapshot,6.2,6.2,6,6,6,6,KB
:ui-test-hilt-manifest:compileDemoDebugKotlin,Compiler IR generation line number,28,28,28,28,28,28,
:ui-test-hilt-manifest:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:ui-test-hilt-manifest:compileDemoDebugKotlin,Analysis lines per second,21,19,21,19,26,22,
:ui-test-hilt-manifest:compileDemoDebugKotlin,Total size of the cache directory,410.4,410.4,410,410,410,410,KB
:ui-test-hilt-manifest:compileDemoDebugKotlin,Compiler IR translation line number,28,28,28,28,28,28,
:ui-test-hilt-manifest:compileDemoDebugKotlin,Code generation lines per second,48,43,48,45,55,51,
:ui-test-hilt-manifest:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,20,20,20,20,20,20,
:ui-test-hilt-manifest:compileDemoDebugKotlin,Compiler IR lowering line number,28,28,28,28,28,28,
:ui-test-hilt-manifest:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:ui-test-hilt-manifest:compileDemoDebugKotlin,Size of classpath snapshot,2.4,2.4,2,2,2,2,MB
:ui-test-hilt-manifest:compileDemoDebugKotlin,Save shrunk current classpath snapshot,5.29,3.12,5,3,13,6,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Update caches,4.8,4.8,5,3,9,13,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Clear outputs on rebuild,2.0,1.0,2,1,2,1,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Write history file,1.5,3.0,2,3,2,5,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Clear output,2.0,2.5,2,3,2,3,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Start gradle worker,53.45,49.59,4,5,249,284,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Load current classpath snapshot,3.45,3.5,3,3,7,6,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Total Gradle task time,1270.84,1304.32,1271,1278,1553,1656,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Sources compilation round,988.16,1013.06,960,1009,1234,1272,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Compiler code generation,124.12,140.52,124,130,172,217,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,23.66,24.72,23,24,33,37,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Compiler IR generation,19.66,22.32,18,20,28,37,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Spent time before task action,20.48,19.34,20,19,28,30,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Connect to Kotlin daemon,16.8,11.24,11,11,22,17,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Run compilation,1086.84,1118.58,1028,1114,1338,1412,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Incremental compilation in daemon,1064.9,1096.56,1015,1089,1301,1389,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Task action before worker execution,18.16,18.38,18,18,25,27,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Compiler code analysis,456.42,477.66,452,440,607,645,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Calculate output size,1.84,2.18,1,2,4,5,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Compiler IR lowering,103.88,117.58,104,113,148,182,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,24.4,25.32,24,25,34,37,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Compiler IR translation,377.18,361.54,380,362,506,501,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Compiler initialization time,25.2,27.26,25,26,41,42,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Run compilation in Gradle worker,1107.62,1134.8,1044,1130,1366,1429,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,39,38,39,39,39,39,
:ui-test-hilt-manifest:compileProdDebugKotlin,Number of lines for code generation,28,28,28,28,28,28,
:ui-test-hilt-manifest:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:ui-test-hilt-manifest:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:ui-test-hilt-manifest:compileProdDebugKotlin,Number of classpath entries,39,39,39,39,39,39,
:ui-test-hilt-manifest:compileProdDebugKotlin,Number of lines analyzed,28,28,28,28,28,28,
:ui-test-hilt-manifest:compileProdDebugKotlin,Size of shrunk classpath snapshot,6.2,6.2,6,6,6,6,KB
:ui-test-hilt-manifest:compileProdDebugKotlin,Compiler IR generation line number,28,28,28,28,28,28,
:ui-test-hilt-manifest:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:ui-test-hilt-manifest:compileProdDebugKotlin,Analysis lines per second,64,61,62,63,85,79,
:ui-test-hilt-manifest:compileProdDebugKotlin,Total size of the cache directory,410.4,410.4,410,410,410,410,KB
:ui-test-hilt-manifest:compileProdDebugKotlin,Compiler IR translation line number,28,28,28,28,28,28,
:ui-test-hilt-manifest:compileProdDebugKotlin,Code generation lines per second,238,228,226,216,329,345,
:ui-test-hilt-manifest:compileProdDebugKotlin,Compiler IR lowering line number,28,28,28,28,28,28,
:ui-test-hilt-manifest:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:ui-test-hilt-manifest:compileProdDebugKotlin,Size of classpath snapshot,2.4,2.4,2,2,2,2,MB
:ui-test-hilt-manifest:compileProdDebugKotlin,Clear jar cache,3.8,1.77,3,1,12,4,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Update caches,1.92,3.58,2,2,3,10,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Clear outputs on rebuild,1.0,,1,,1,,ms
