Category,Metric,varianta_main_r8 Mean,variantb_r8_different_process Mean,varianta_main_r8 P50,variantb_r8_different_process P50,varianta_main_r8 P90,variantb_r8_different_process P90,Unit
:sync:work:compileDemoReleaseKotlin,Compiler initialization time,72.84,63.26,61,61,156,81,ms
:sync:work:compileDemoReleaseKotlin,Calculate output size,2.82,2.34,2,1,7,5,ms
:sync:work:compileDemoReleaseKotlin,Compiler IR lowering,192.14,206.08,189,199,239,264,ms
:sync:work:compileDemoReleaseKotlin,Shrink current classpath snapshot non-incrementally,55.14,54.62,50,50,77,71,ms
:sync:work:compileDemoReleaseKotlin,Run compilation,1762.94,1766.22,1722,1745,2139,2118,ms
:sync:work:compileDemoReleaseKotlin,Total size of the cache directory,579.6,579.6,580,580,580,580,KB
:sync:work:compileDemoReleaseKotlin,Number of lines analyzed,496,496,496,496,496,496,
:sync:work:compileDemoReleaseKotlin,Size of classpath snapshot,3.4,3.4,3,3,3,3,MB
:sync:work:compileDemoReleaseKotlin,Number of lines for code generation,496,496,496,496,496,496,
:sync:work:compileDemoReleaseKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:sync:work:compileDemoReleaseKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:sync:work:compileDemoReleaseKotlin,Code generation lines per second,1292,1223,1262,1210,1737,1549,
:sync:work:compileDemoReleaseKotlin,Analysis lines per second,552,560,558,554,687,692,
:sync:work:compileDemoReleaseKotlin,Number of cache hits when loading classpath entry snapshots,53,53,54,54,54,54,
:sync:work:compileDemoReleaseKotlin,Compiler IR generation line number,496,496,496,496,496,496,
:sync:work:compileDemoReleaseKotlin,Total compiler iteration,1,1,1,1,1,1,
:sync:work:compileDemoReleaseKotlin,Number of cache misses when loading classpath entry snapshots,6,6,6,6,7,7,
:sync:work:compileDemoReleaseKotlin,Compiler IR translation line number,496,496,496,496,496,496,
:sync:work:compileDemoReleaseKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:sync:work:compileDemoReleaseKotlin,Number of classpath entries,60,60,60,60,60,60,
:sync:work:compileDemoReleaseKotlin,Size of shrunk classpath snapshot,46.2,46.2,46,46,46,46,KB
:sync:work:compileDemoReleaseKotlin,Compiler IR lowering line number,496,496,496,496,496,496,
:sync:work:compileDemoReleaseKotlin,Save shrunk current classpath snapshot,3.78,4.29,3,3,7,8,ms
:sync:work:compileDemoReleaseKotlin,Store build info,4.0,3.0,4,3,6,3,ms
:sync:work:compileDemoReleaseKotlin,Clear output,2.0,2.33,2,3,3,3,ms
:sync:work:compileDemoReleaseKotlin,Write history file,2.0,3.0,2,2,3,6,ms
:sync:work:compileProdReleaseKotlin,Update caches,5.5,7.18,6,6,9,12,ms
:sync:work:compileProdReleaseKotlin,Total Gradle task time,1606.06,2276.04,1591,2266,1899,2839,ms
:sync:work:compileProdReleaseKotlin,Compiler code generation,281.68,428.16,270,412,373,520,ms
:sync:work:compileProdReleaseKotlin,Compiler code analysis,757.56,1045.74,725,1038,957,1368,ms
:sync:work:compileProdReleaseKotlin,Shrink and save current classpath snapshot after compilation,40.96,66.04,37,51,52,94,ms
:sync:work:compileProdReleaseKotlin,Compiler IR generation,120.82,177.28,124,174,175,247,ms
:sync:work:compileProdReleaseKotlin,Load current classpath snapshot,6.7,10.54,6,9,11,17,ms
:sync:work:compileProdReleaseKotlin,Run compilation in Gradle worker,1457.94,2082.54,1459,2066,1724,2529,ms
:sync:work:compileProdReleaseKotlin,Compiler IR translation,195.98,310.68,190,294,266,503,ms
:sync:work:compileProdReleaseKotlin,Start gradle worker,2.24,3.1,1,2,5,6,ms
:sync:work:compileProdReleaseKotlin,Incremental compilation in daemon,1414.68,2023.6,1422,1982,1679,2473,ms
:sync:work:compileProdReleaseKotlin,Task action before worker execution,29.56,37.82,27,38,38,49,ms
:sync:work:compileProdReleaseKotlin,Sources compilation round,1291.2,1850.88,1267,1833,1539,2293,ms
:sync:work:compileProdReleaseKotlin,Connect to Kotlin daemon,16.48,23.1,10,15,25,30,ms
:sync:work:compileProdReleaseKotlin,Spent time before task action,24.92,31.42,24,30,34,41,ms
:sync:work:compileProdReleaseKotlin,Compiler initialization time,48.94,58.34,44,55,63,88,ms
:sync:work:compileProdReleaseKotlin,Calculate output size,1.86,3.5,1,2,4,7,ms
:sync:work:compileProdReleaseKotlin,Compiler IR lowering,160.3,250.32,149,222,215,322,ms
:sync:work:compileProdReleaseKotlin,Shrink current classpath snapshot non-incrementally,38.98,63.6,35,49,49,92,ms
:sync:work:compileProdReleaseKotlin,Run compilation,1437.96,2054.52,1443,2015,1707,2505,ms
:sync:work:compileProdReleaseKotlin,Total size of the cache directory,589.1,589.1,589,589,589,589,KB
:sync:work:compileProdReleaseKotlin,Number of lines analyzed,582,582,582,582,582,582,
:sync:work:compileProdReleaseKotlin,Size of classpath snapshot,3.7,3.7,4,4,4,4,MB
:sync:work:compileProdReleaseKotlin,Number of lines for code generation,582,582,582,582,582,582,
:sync:work:compileProdReleaseKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:sync:work:compileProdReleaseKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:sync:work:compileProdReleaseKotlin,Code generation lines per second,2214,1490,2159,1414,3180,2061,
:sync:work:compileProdReleaseKotlin,Analysis lines per second,792,583,803,561,994,783,
:sync:work:compileProdReleaseKotlin,Number of cache hits when loading classpath entry snapshots,73,73,73,73,73,73,
:sync:work:compileProdReleaseKotlin,Compiler IR generation line number,582,582,582,582,582,582,
:sync:work:compileProdReleaseKotlin,Total compiler iteration,1,1,1,1,1,1,
:sync:work:compileProdReleaseKotlin,Number of cache misses when loading classpath entry snapshots,8,8,8,8,8,8,
:sync:work:compileProdReleaseKotlin,Compiler IR translation line number,582,582,582,582,582,582,
:sync:work:compileProdReleaseKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:sync:work:compileProdReleaseKotlin,Number of classpath entries,81,81,81,81,81,81,
:sync:work:compileProdReleaseKotlin,Size of shrunk classpath snapshot,49.2,49.2,49,49,49,49,KB
:sync:work:compileProdReleaseKotlin,Compiler IR lowering line number,582,582,582,582,582,582,
:sync:work:compileProdReleaseKotlin,Save shrunk current classpath snapshot,2.31,4.45,2,4,5,9,ms
:sync:work:compileProdReleaseKotlin,Clear jar cache,2.35,3.28,1,2,7,8,ms
:ui-test-hilt-manifest:compileDemoReleaseKotlin,Update caches,4.6,2.9,3,3,10,6,ms
:ui-test-hilt-manifest:compileDemoReleaseKotlin,Total Gradle task time,1257.06,1428.28,1228,1374,1585,1890,ms
:ui-test-hilt-manifest:compileDemoReleaseKotlin,Compiler code generation,109.46,133.62,110,135,159,173,ms
:ui-test-hilt-manifest:compileDemoReleaseKotlin,Compiler code analysis,405.5,499.24,400,472,506,689,ms
:ui-test-hilt-manifest:compileDemoReleaseKotlin,Shrink and save current classpath snapshot after compilation,25.44,27.58,25,27,40,37,ms
:ui-test-hilt-manifest:compileDemoReleaseKotlin,Compiler IR generation,22.4,24.56,20,23,28,35,ms
:ui-test-hilt-manifest:compileDemoReleaseKotlin,Load current classpath snapshot,6.04,6.98,6,6,9,12,ms
:ui-test-hilt-manifest:compileDemoReleaseKotlin,Run compilation in Gradle worker,988.56,1153.9,942,1133,1231,1455,ms
:ui-test-hilt-manifest:compileDemoReleaseKotlin,Compiler IR translation,295.94,332.46,310,327,381,420,ms
:ui-test-hilt-manifest:compileDemoReleaseKotlin,Save shrunk current classpath snapshot,3.5,3.2,4,3,5,6,ms
:ui-test-hilt-manifest:compileDemoReleaseKotlin,Start gradle worker,110.74,130.72,107,124,184,216,ms
:ui-test-hilt-manifest:compileDemoReleaseKotlin,Incremental compilation in daemon,932.6,1096.22,888,1080,1170,1363,ms
:ui-test-hilt-manifest:compileDemoReleaseKotlin,Task action before worker execution,51.88,34.4,32,33,149,51,ms
:ui-test-hilt-manifest:compileDemoReleaseKotlin,Sources compilation round,851.56,1009.36,838,983,1076,1264,ms
:ui-test-hilt-manifest:compileDemoReleaseKotlin,Connect to Kotlin daemon,15.3,15.54,15,14,25,26,ms
:ui-test-hilt-manifest:compileDemoReleaseKotlin,Spent time before task action,28.96,32.56,24,21,40,40,ms
:ui-test-hilt-manifest:compileDemoReleaseKotlin,Compiler initialization time,33.68,36.94,29,38,45,52,ms
:ui-test-hilt-manifest:compileDemoReleaseKotlin,Calculate output size,1.98,2.16,1,1,5,4,ms
:ui-test-hilt-manifest:compileDemoReleaseKotlin,Compiler IR lowering,86.6,108.48,84,109,119,140,ms
:ui-test-hilt-manifest:compileDemoReleaseKotlin,Shrink current classpath snapshot non-incrementally,24.2,26.04,24,25,40,34,ms
:ui-test-hilt-manifest:compileDemoReleaseKotlin,Run compilation,970.44,1134.88,923,1112,1219,1440,ms
:ui-test-hilt-manifest:compileDemoReleaseKotlin,Total size of the cache directory,410.4,410.4,410,410,410,410,KB
:ui-test-hilt-manifest:compileDemoReleaseKotlin,Number of lines analyzed,28,28,28,28,28,28,
:ui-test-hilt-manifest:compileDemoReleaseKotlin,Size of classpath snapshot,2.4,2.4,2,2,2,2,MB
:ui-test-hilt-manifest:compileDemoReleaseKotlin,Number of lines for code generation,28,28,28,28,28,28,
:ui-test-hilt-manifest:compileDemoReleaseKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:ui-test-hilt-manifest:compileDemoReleaseKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:ui-test-hilt-manifest:compileDemoReleaseKotlin,Code generation lines per second,297,238,256,208,465,403,
:ui-test-hilt-manifest:compileDemoReleaseKotlin,Analysis lines per second,72,57,70,59,102,76,
:ui-test-hilt-manifest:compileDemoReleaseKotlin,Number of cache hits when loading classpath entry snapshots,36,36,36,36,36,36,
:ui-test-hilt-manifest:compileDemoReleaseKotlin,Compiler IR generation line number,28,28,28,28,28,28,
:ui-test-hilt-manifest:compileDemoReleaseKotlin,Total compiler iteration,1,1,1,1,1,1,
:ui-test-hilt-manifest:compileDemoReleaseKotlin,Number of cache misses when loading classpath entry snapshots,3,3,3,3,3,3,
:ui-test-hilt-manifest:compileDemoReleaseKotlin,Compiler IR translation line number,28,28,28,28,28,28,
:ui-test-hilt-manifest:compileDemoReleaseKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:ui-test-hilt-manifest:compileDemoReleaseKotlin,Number of classpath entries,39,39,39,39,39,39,
:ui-test-hilt-manifest:compileDemoReleaseKotlin,Size of shrunk classpath snapshot,6.2,6.2,6,6,6,6,KB
:ui-test-hilt-manifest:compileDemoReleaseKotlin,Compiler IR lowering line number,28,28,28,28,28,28,
:ui-test-hilt-manifest:compileDemoReleaseKotlin,Clear jar cache,2.0,4.0,1,4,5,6,ms
:ui-test-hilt-manifest:compileDemoReleaseKotlin,Clear output,4.4,3.0,3,3,9,5,ms
:ui-test-hilt-manifest:compileDemoReleaseKotlin,Clear outputs on rebuild,3.0,1.0,3,1,3,1,ms
:ui-test-hilt-manifest:compileDemoReleaseKotlin,Store build info,4.0,2.5,4,3,4,3,ms
:ui-test-hilt-manifest:compileProdReleaseKotlin,Total Gradle task time,1055.98,1315.16,990,1239,1339,1794,ms
:ui-test-hilt-manifest:compileProdReleaseKotlin,Compiler code generation,101.92,138.42,100,136,149,214,ms
:ui-test-hilt-manifest:compileProdReleaseKotlin,Compiler code analysis,366.08,430.0,349,394,488,633,ms
:ui-test-hilt-manifest:compileProdReleaseKotlin,Shrink and save current classpath snapshot after compilation,19.32,23.5,20,23,27,38,ms
:ui-test-hilt-manifest:compileProdReleaseKotlin,Compiler IR generation,15.58,20.98,14,20,27,36,ms
:ui-test-hilt-manifest:compileProdReleaseKotlin,Run compilation in Gradle worker,915.58,1117.72,872,1053,1181,1485,ms
:ui-test-hilt-manifest:compileProdReleaseKotlin,Compiler IR translation,285.92,339.66,273,345,391,415,ms
:ui-test-hilt-manifest:compileProdReleaseKotlin,Start gradle worker,11.62,39.51,5,4,30,109,ms
:ui-test-hilt-manifest:compileProdReleaseKotlin,Incremental compilation in daemon,877.54,1052.36,836,1013,1118,1342,ms
:ui-test-hilt-manifest:compileProdReleaseKotlin,Task action before worker execution,35.76,30.96,22,24,41,41,ms
:ui-test-hilt-manifest:compileProdReleaseKotlin,Sources compilation round,794.44,952.62,750,924,1045,1226,ms
:ui-test-hilt-manifest:compileProdReleaseKotlin,Connect to Kotlin daemon,12.3,24.06,10,12,20,23,ms
:ui-test-hilt-manifest:compileProdReleaseKotlin,Clear jar cache,1.86,1.25,2,1,4,2,ms
:ui-test-hilt-manifest:compileProdReleaseKotlin,Spent time before task action,23.58,39.22,20,20,34,39,ms
:ui-test-hilt-manifest:compileProdReleaseKotlin,Compiler initialization time,33.12,36.84,29,34,49,48,ms
:ui-test-hilt-manifest:compileProdReleaseKotlin,Calculate output size,1.86,2.64,1,1,4,4,ms
:ui-test-hilt-manifest:compileProdReleaseKotlin,Compiler IR lowering,85.9,116.82,83,115,127,178,ms
:ui-test-hilt-manifest:compileProdReleaseKotlin,Shrink current classpath snapshot non-incrementally,18.32,22.54,18,22,26,36,ms
:ui-test-hilt-manifest:compileProdReleaseKotlin,Run compilation,900.4,1090.62,854,1038,1159,1429,ms
:ui-test-hilt-manifest:compileProdReleaseKotlin,Total size of the cache directory,410.4,410.4,410,410,410,410,KB
:ui-test-hilt-manifest:compileProdReleaseKotlin,Number of lines analyzed,28,28,28,28,28,28,
:ui-test-hilt-manifest:compileProdReleaseKotlin,Size of classpath snapshot,2.4,2.4,2,2,2,2,MB
:ui-test-hilt-manifest:compileProdReleaseKotlin,Number of lines for code generation,28,28,28,28,28,28,
:ui-test-hilt-manifest:compileProdReleaseKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:ui-test-hilt-manifest:compileProdReleaseKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:ui-test-hilt-manifest:compileProdReleaseKotlin,Code generation lines per second,301,230,281,206,430,393,
:ui-test-hilt-manifest:compileProdReleaseKotlin,Analysis lines per second,83,69,80,71,119,92,
:ui-test-hilt-manifest:compileProdReleaseKotlin,Number of cache hits when loading classpath entry snapshots,39,39,39,39,39,39,
:ui-test-hilt-manifest:compileProdReleaseKotlin,Compiler IR generation line number,28,28,28,28,28,28,
:ui-test-hilt-manifest:compileProdReleaseKotlin,Total compiler iteration,1,1,1,1,1,1,
:ui-test-hilt-manifest:compileProdReleaseKotlin,Compiler IR translation line number,28,28,28,28,28,28,
:ui-test-hilt-manifest:compileProdReleaseKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:ui-test-hilt-manifest:compileProdReleaseKotlin,Number of classpath entries,39,39,39,39,39,39,
:ui-test-hilt-manifest:compileProdReleaseKotlin,Size of shrunk classpath snapshot,6.2,6.2,6,6,6,6,KB
:ui-test-hilt-manifest:compileProdReleaseKotlin,Compiler IR lowering line number,28,28,28,28,28,28,
:ui-test-hilt-manifest:compileProdReleaseKotlin,Load current classpath snapshot,2.13,2.36,1,1,5,5,ms
:ui-test-hilt-manifest:compileProdReleaseKotlin,Save shrunk current classpath snapshot,2.83,2.5,3,3,6,4,ms
:ui-test-hilt-manifest:compileProdReleaseKotlin,Clear output,2.25,3.5,2,3,4,7,ms
:ui-test-hilt-manifest:compileProdReleaseKotlin,Update caches,2.2,2.4,2,3,4,4,ms
Kotlin Build Reports,Update caches,11.92,12.78,7,8,29,30,ms
Kotlin Build Reports,Total Gradle task time,3802.45,4072.35,2764,3207,7516,7572,ms
Kotlin Build Reports,Compiler code generation,926.16,998.87,543,626,2283,2356,ms
Kotlin Build Reports,Compiler code analysis,1521.71,1630.72,979,1130,3635,3927,ms
Kotlin Build Reports,Shrink and save current classpath snapshot after compilation,100.63,107.83,66,77,193,203,ms
Kotlin Build Reports,Compiler IR generation,524.39,571.34,303,346,1345,1365,ms
Kotlin Build Reports,Load current classpath snapshot,38.13,39.38,14,16,77,88,ms
Kotlin Build Reports,Run compilation in Gradle worker,3563.74,3825.11,2579,2977,7152,7326,ms
Kotlin Build Reports,Compiler IR translation,681.0,735.1,419,474,1470,1587,ms
Kotlin Build Reports,Save shrunk current classpath snapshot,3.42,3.78,3,3,7,7,ms
Kotlin Build Reports,Start gradle worker,18.07,17.5,3,3,23,21,ms
Kotlin Build Reports,Incremental compilation in daemon,3480.28,3739.08,2513,2918,7090,7254,ms
Kotlin Build Reports,Task action before worker execution,39.43,39.16,27,28,60,54,ms
Kotlin Build Reports,Sources compilation round,3248.38,3491.38,2268,2607,6752,6776,ms
Kotlin Build Reports,Connect to Kotlin daemon,37.31,37.99,14,15,29,29,ms
Kotlin Build Reports,Spent time before task action,55.95,57.97,29,30,70,67,ms
Kotlin Build Reports,Compiler initialization time,107.09,113.61,72,76,152,162,ms
Kotlin Build Reports,Calculate output size,2.5,2.93,1,1,5,6,ms
Kotlin Build Reports,Compiler IR lowering,401.26,427.0,236,276,957,952,ms
Kotlin Build Reports,Shrink current classpath snapshot non-incrementally,97.43,104.16,63,73,187,198,ms
Kotlin Build Reports,Run compilation,3520.01,3780.54,2551,2955,7133,7308,ms
Kotlin Build Reports,Total size of the cache directory,561.45,561.45,546,546,719,719,KB
Kotlin Build Reports,Number of lines analyzed,758,758,427,427,1484,1484,
Kotlin Build Reports,Size of classpath snapshot,22.24,22.24,4,4,11,11,MB
Kotlin Build Reports,Number of lines for code generation,758,758,427,427,1484,1484,
Kotlin Build Reports,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
Kotlin Build Reports,ABI snapshot size,49.0,49.0,49,49,49,49,B
Kotlin Build Reports,Code generation lines per second,1151,1008,952,824,2179,1809,
Kotlin Build Reports,Analysis lines per second,548,476,486,441,958,828,
Kotlin Build Reports,Number of cache hits when loading classpath entry snapshots,58,58,55,55,95,95,
Kotlin Build Reports,Compiler IR generation line number,758,758,427,427,1484,1484,
Kotlin Build Reports,Total compiler iteration,1,1,1,1,1,1,
Kotlin Build Reports,Number of cache misses when loading classpath entry snapshots,10,10,5,5,33,33,
Kotlin Build Reports,Compiler IR translation line number,758,758,427,427,1484,1484,
Kotlin Build Reports,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
Kotlin Build Reports,Number of classpath entries,64,64,56,56,105,105,
Kotlin Build Reports,Size of shrunk classpath snapshot,59.26,59.26,50,50,111,111,KB
Kotlin Build Reports,Compiler IR lowering line number,758,758,427,427,1484,1484,
Kotlin Build Reports,Clear jar cache,3.08,3.2,2,2,6,6,ms
Kotlin Build Reports,Store build info,3.9,4.05,3,3,7,7,ms
Kotlin Build Reports,Clear output,4.2,3.1,3,3,6,6,ms
Kotlin Build Reports,Clear outputs on rebuild,2.92,2.9,2,2,5,6,ms
Kotlin Build Reports,Write history file,3.5,3.35,3,3,7,6,ms
All processes cpu,Max,100.0,100.0,100.0,100.0,100,100,%
All processes memory,Max,11.2,14.24,11.16,14.23,11.81,14.65,Gb
Build process cpu,Max,95.6,94.3,96.0,94.0,96,96,%
