Category,Metric,varianta_main_4_workers Mean,variantb_kotlin_compiler_3_workers Mean,varianta_main_4_workers P50,variantb_kotlin_compiler_3_workers P50,varianta_main_4_workers P90,variantb_kotlin_compiler_3_workers P90,Unit
:lint:compileKotlin,Total Gradle task time,1747.76,2068.58,1748,1923,2111,2766,ms
:lint:compileKotlin,Start gradle worker,3.62,6.06,3,3,7,14,ms
:lint:compileKotlin,Calculate output size,1.98,1.7,1,1,5,4,ms
:lint:compileKotlin,Load current classpath snapshot,326.84,407.5,311,402,437,530,ms
:lint:compileKotlin,Run compilation in Gradle worker,1560.94,1715.24,1547,1638,1954,2227,ms
:lint:compileKotlin,Save shrunk current classpath snapshot,2.56,3.3,2,3,9,8,ms
:lint:compileKotlin,Compiler IR generation,31.28,40.18,28,40,51,61,ms
:lint:compileKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:lint:compileKotlin,Total compiler iteration,1,1,1,1,1,1,
:lint:compileKotlin,Number of lines analyzed,287,287,287,287,287,287,
:lint:compileKotlin,Number of lines for code generation,287,287,287,287,287,287,
:lint:compileKotlin,Compiler IR lowering line number,287,287,287,287,287,287,
:lint:compileKotlin,Compiler IR generation line number,287,287,287,287,287,287,
:lint:compileKotlin,Compiler IR translation line number,287,287,287,287,287,287,
:lint:compileKotlin,Size of classpath snapshot,17.6,17.6,18,18,18,18,MB
:lint:compileKotlin,Number of cache misses when loading classpath entry snapshots,24,24,24,24,24,24,
:lint:compileKotlin,Size of shrunk classpath snapshot,34.0,34.0,34,34,34,34,KB
:lint:compileKotlin,Number of cache hits when loading classpath entry snapshots,5,5,5,5,5,5,
:lint:compileKotlin,Analysis lines per second,552,560,545,534,719,806,
:lint:compileKotlin,Code generation lines per second,2908,2495,2720,2242,4348,3826,
:lint:compileKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:lint:compileKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:lint:compileKotlin,Total size of the cache directory,483.1,483.1,483,483,483,483,KB
:lint:compileKotlin,Number of classpath entries,29,29,29,29,29,29,
:lint:compileKotlin,Clear jar cache,3.09,4.92,3,1,6,27,ms
:lint:compileKotlin,Store build info,3.0,1.0,3,1,3,1,ms
:sync:sync-test:compileDemoDebugKotlin,Compiler code analysis,96.42,135.44,81,125,151,217,ms
:sync:sync-test:compileDemoDebugKotlin,Compiler IR lowering,15.64,23.88,13,23,23,37,ms
:sync:sync-test:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,16.64,23.84,14,23,27,31,ms
:sync:sync-test:compileDemoDebugKotlin,Spent time before task action,11.48,18.5,10,18,17,25,ms
:sync:sync-test:compileDemoDebugKotlin,Connect to Kotlin daemon,5.3,9.0,4,9,9,15,ms
:sync:sync-test:compileDemoDebugKotlin,Compiler initialization time,16.28,27.28,16,24,25,43,ms
:sync:sync-test:compileDemoDebugKotlin,Task action before worker execution,11.34,18.84,10,18,18,29,ms
:sync:sync-test:compileDemoDebugKotlin,Sources compilation round,165.58,246.68,148,235,237,330,ms
:sync:sync-test:compileDemoDebugKotlin,Run compilation,230.4,337.76,211,324,333,446,ms
:sync:sync-test:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,17.3,24.82,15,23,27,36,ms
:sync:sync-test:compileDemoDebugKotlin,Compiler code generation,25.74,38.2,22,36,38,56,ms
:sync:sync-test:compileDemoDebugKotlin,Incremental compilation in daemon,219.76,321.58,199,299,318,428,ms
:sync:sync-test:compileDemoDebugKotlin,Compiler IR translation,23.02,41.22,22,40,30,67,ms
:sync:sync-test:compileDemoDebugKotlin,Total Gradle task time,297.26,444.02,281,429,424,575,ms
:sync:sync-test:compileDemoDebugKotlin,Calculate output size,1.28,1.52,1,1,3,4,ms
:sync:sync-test:compileDemoDebugKotlin,Load current classpath snapshot,2.28,3.66,2,3,5,7,ms
:sync:sync-test:compileDemoDebugKotlin,Run compilation in Gradle worker,237.82,349.7,220,337,338,461,ms
:sync:sync-test:compileDemoDebugKotlin,Compiler IR generation,9.7,13.9,9,14,16,21,ms
:sync:sync-test:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:sync:sync-test:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:sync:sync-test:compileDemoDebugKotlin,Number of lines analyzed,72,72,72,72,72,72,
:sync:sync-test:compileDemoDebugKotlin,Number of lines for code generation,72,72,72,72,72,72,
:sync:sync-test:compileDemoDebugKotlin,Compiler IR lowering line number,72,72,72,72,72,72,
:sync:sync-test:compileDemoDebugKotlin,Compiler IR generation line number,72,72,72,72,72,72,
:sync:sync-test:compileDemoDebugKotlin,Compiler IR translation line number,72,72,72,72,72,72,
:sync:sync-test:compileDemoDebugKotlin,Size of classpath snapshot,3.4,3.4,3,3,3,3,MB
:sync:sync-test:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:sync:sync-test:compileDemoDebugKotlin,Size of shrunk classpath snapshot,6.1,6.1,6,6,6,6,KB
:sync:sync-test:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,59,59,59,59,60,60,
:sync:sync-test:compileDemoDebugKotlin,Analysis lines per second,816,593,888,578,1025,865,
:sync:sync-test:compileDemoDebugKotlin,Code generation lines per second,3099,2258,3272,2000,3789,3600,
:sync:sync-test:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:sync:sync-test:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:sync:sync-test:compileDemoDebugKotlin,Total size of the cache directory,444.2,444.2,444,444,444,444,KB
:sync:sync-test:compileDemoDebugKotlin,Number of classpath entries,60,60,60,60,60,60,
:sync:sync-test:compileDemoDebugKotlin,Start gradle worker,1.96,1.68,1,1,5,3,ms
:sync:sync-test:compileDemoDebugKotlin,Clear jar cache,2.0,1.62,1,1,6,4,ms
:sync:sync-test:compileDemoDebugKotlin,Update caches,2.0,2.33,1,3,4,3,ms
:sync:sync-test:compileDemoDebugKotlin,Save shrunk current classpath snapshot,4.0,2.5,4,3,4,4,ms
:sync:sync-test:compileProdDebugKotlin,Compiler code analysis,93.4,125.66,77,125,144,176,ms
:sync:sync-test:compileProdDebugKotlin,Compiler IR lowering,15.2,20.44,13,19,22,32,ms
:sync:sync-test:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,15.94,22.4,14,20,25,35,ms
:sync:sync-test:compileProdDebugKotlin,Spent time before task action,12.32,16.76,11,17,20,24,ms
:sync:sync-test:compileProdDebugKotlin,Connect to Kotlin daemon,4.98,9.04,4,7,8,14,ms
:sync:sync-test:compileProdDebugKotlin,Compiler initialization time,16.28,28.72,16,26,33,45,ms
:sync:sync-test:compileProdDebugKotlin,Task action before worker execution,10.42,15.48,9,14,14,22,ms
:sync:sync-test:compileProdDebugKotlin,Sources compilation round,162.4,228.96,146,224,253,314,ms
:sync:sync-test:compileProdDebugKotlin,Run compilation,226.98,309.74,208,295,325,417,ms
:sync:sync-test:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,16.54,23.38,14,20,26,36,ms
:sync:sync-test:compileProdDebugKotlin,Compiler code generation,24.92,33.58,22,31,31,51,ms
:sync:sync-test:compileProdDebugKotlin,Incremental compilation in daemon,215.82,294.88,199,283,314,400,ms
:sync:sync-test:compileProdDebugKotlin,Compiler IR translation,23.74,36.04,21,33,37,49,ms
:sync:sync-test:compileProdDebugKotlin,Total Gradle task time,294.28,402.9,268,388,408,522,ms
:sync:sync-test:compileProdDebugKotlin,Calculate output size,1.29,1.43,1,1,1,4,ms
:sync:sync-test:compileProdDebugKotlin,Load current classpath snapshot,2.3,4.56,2,2,4,7,ms
:sync:sync-test:compileProdDebugKotlin,Run compilation in Gradle worker,233.9,321.62,213,315,332,432,ms
:sync:sync-test:compileProdDebugKotlin,Compiler IR generation,9.2,12.6,8,12,14,18,ms
:sync:sync-test:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:sync:sync-test:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:sync:sync-test:compileProdDebugKotlin,Number of lines analyzed,72,72,72,72,72,72,
:sync:sync-test:compileProdDebugKotlin,Number of lines for code generation,72,72,72,72,72,72,
:sync:sync-test:compileProdDebugKotlin,Compiler IR lowering line number,72,72,72,72,72,72,
:sync:sync-test:compileProdDebugKotlin,Compiler IR generation line number,72,72,72,72,72,72,
:sync:sync-test:compileProdDebugKotlin,Compiler IR translation line number,72,72,72,72,72,72,
:sync:sync-test:compileProdDebugKotlin,Size of classpath snapshot,3.4,3.4,3,3,3,3,MB
:sync:sync-test:compileProdDebugKotlin,Size of shrunk classpath snapshot,7.1,7.1,7,7,7,7,KB
:sync:sync-test:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,59,59,60,60,60,60,
:sync:sync-test:compileProdDebugKotlin,Analysis lines per second,835,623,935,576,1000,923,
:sync:sync-test:compileProdDebugKotlin,Code generation lines per second,3157,2344,3272,2361,3979,3245,
:sync:sync-test:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:sync:sync-test:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:sync:sync-test:compileProdDebugKotlin,Total size of the cache directory,444.2,444.2,444,444,444,444,KB
:sync:sync-test:compileProdDebugKotlin,Number of classpath entries,60,60,60,60,60,60,
:sync:sync-test:compileProdDebugKotlin,Clear jar cache,1.0,1.83,1,1,1,7,ms
:sync:sync-test:compileProdDebugKotlin,Start gradle worker,1.48,1.42,1,1,3,3,ms
:sync:sync-test:compileProdDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:sync:sync-test:compileProdDebugKotlin,Update caches,1.75,1.5,2,1,3,3,ms
:sync:sync-test:compileProdDebugKotlin,Write history file,1.0,,1,,1,,ms
:sync:sync-test:compileProdDebugKotlin,Store build info,2.0,,2,,2,,ms
:sync:work:compileDemoDebugKotlin,Compiler code analysis,704.66,887.16,703,875,890,1060,ms
:sync:work:compileDemoDebugKotlin,Update caches,9.9,9.64,8,9,15,16,ms
:sync:work:compileDemoDebugKotlin,Compiler IR lowering,143.52,182.62,144,171,191,245,ms
:sync:work:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,45.9,62.6,42,57,58,91,ms
:sync:work:compileDemoDebugKotlin,Spent time before task action,29.24,38.8,28,37,41,59,ms
:sync:work:compileDemoDebugKotlin,Connect to Kotlin daemon,14.48,14.82,11,14,26,23,ms
:sync:work:compileDemoDebugKotlin,Compiler initialization time,38.82,56.36,35,53,57,67,ms
:sync:work:compileDemoDebugKotlin,Task action before worker execution,27.96,34.66,27,34,37,45,ms
:sync:work:compileDemoDebugKotlin,Sources compilation round,1138.54,1463.48,1141,1445,1314,1730,ms
:sync:work:compileDemoDebugKotlin,Run compilation,1312.26,1671.92,1300,1687,1543,2020,ms
:sync:work:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,48.16,65.44,45,60,62,99,ms
:sync:work:compileDemoDebugKotlin,Compiler code generation,285.44,389.32,286,393,364,490,ms
:sync:work:compileDemoDebugKotlin,Incremental compilation in daemon,1286.5,1640.62,1271,1657,1519,1991,ms
:sync:work:compileDemoDebugKotlin,Compiler IR translation,102.16,120.92,95,120,138,158,ms
:sync:work:compileDemoDebugKotlin,Total Gradle task time,1484.92,1884.0,1464,1877,1754,2268,ms
:sync:work:compileDemoDebugKotlin,Start gradle worker,2.31,3.76,1,3,6,8,ms
:sync:work:compileDemoDebugKotlin,Calculate output size,1.98,2.88,1,2,4,6,ms
:sync:work:compileDemoDebugKotlin,Load current classpath snapshot,11.76,11.14,10,11,16,15,ms
:sync:work:compileDemoDebugKotlin,Run compilation in Gradle worker,1333.1,1692.78,1325,1706,1567,2046,ms
:sync:work:compileDemoDebugKotlin,Compiler IR generation,141.3,206.1,143,209,184,270,ms
:sync:work:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:sync:work:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:sync:work:compileDemoDebugKotlin,Number of lines analyzed,496,496,496,496,496,496,
:sync:work:compileDemoDebugKotlin,Number of lines for code generation,496,496,496,496,496,496,
:sync:work:compileDemoDebugKotlin,Compiler IR lowering line number,496,496,496,496,496,496,
:sync:work:compileDemoDebugKotlin,Compiler IR generation line number,496,496,496,496,496,496,
:sync:work:compileDemoDebugKotlin,Compiler IR translation line number,496,496,496,496,496,496,
:sync:work:compileDemoDebugKotlin,Size of classpath snapshot,3.4,3.4,3,3,3,3,MB
:sync:work:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,6,6,6,6,6,7,
:sync:work:compileDemoDebugKotlin,Size of shrunk classpath snapshot,46.1,46.1,46,46,46,46,KB
:sync:work:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,55,54,55,55,55,55,
:sync:work:compileDemoDebugKotlin,Analysis lines per second,729,583,706,567,945,783,
:sync:work:compileDemoDebugKotlin,Code generation lines per second,1825,1344,1734,1262,2561,1720,
:sync:work:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:sync:work:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:sync:work:compileDemoDebugKotlin,Total size of the cache directory,579.4,579.4,579,579,579,579,KB
:sync:work:compileDemoDebugKotlin,Number of classpath entries,61,61,61,61,61,61,
:sync:work:compileDemoDebugKotlin,Clear jar cache,3.23,2.48,2,1,4,6,ms
:sync:work:compileDemoDebugKotlin,Save shrunk current classpath snapshot,3.07,4.22,3,3,7,9,ms
:sync:work:compileDemoDebugKotlin,Store build info,3.0,6.33,3,6,3,9,ms
:sync:work:compileDemoDebugKotlin,Clear output,2.0,1.0,2,1,2,1,ms
:sync:work:compileDemoDebugKotlin,Write history file,1.0,3.67,1,3,1,6,ms
:sync:work:compileProdDebugKotlin,Compiler code analysis,734.68,729.12,734,708,894,1016,ms
:sync:work:compileProdDebugKotlin,Update caches,5.64,5.36,6,6,9,8,ms
:sync:work:compileProdDebugKotlin,Compiler IR lowering,147.24,149.06,138,146,211,201,ms
:sync:work:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,37.74,36.42,36,35,57,59,ms
:sync:work:compileProdDebugKotlin,Spent time before task action,26.3,27.66,25,25,38,41,ms
:sync:work:compileProdDebugKotlin,Connect to Kotlin daemon,12.38,11.8,10,11,15,19,ms
:sync:work:compileProdDebugKotlin,Compiler initialization time,42.14,40.76,37,41,53,53,ms
:sync:work:compileProdDebugKotlin,Task action before worker execution,31.3,47.96,29,31,39,45,ms
:sync:work:compileProdDebugKotlin,Sources compilation round,1230.72,1249.86,1226,1206,1416,1685,ms
:sync:work:compileProdDebugKotlin,Run compilation,1387.18,1400.58,1382,1330,1566,1842,ms
:sync:work:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,39.56,38.38,37,38,62,60,ms
:sync:work:compileProdDebugKotlin,Compiler code generation,264.74,264.82,268,251,367,347,ms
:sync:work:compileProdDebugKotlin,Incremental compilation in daemon,1365.8,1374.94,1358,1310,1554,1823,ms
:sync:work:compileProdDebugKotlin,Compiler IR translation,182.0,203.28,175,205,254,267,ms
:sync:work:compileProdDebugKotlin,Total Gradle task time,1562.6,1626.48,1544,1537,1801,2184,ms
:sync:work:compileProdDebugKotlin,Start gradle worker,2.5,14.06,2,3,5,23,ms
:sync:work:compileProdDebugKotlin,Calculate output size,2.04,2.42,1,2,4,5,ms
:sync:work:compileProdDebugKotlin,Load current classpath snapshot,8.2,7.68,7,7,11,11,ms
:sync:work:compileProdDebugKotlin,Run compilation in Gradle worker,1403.54,1416.38,1394,1347,1672,1863,ms
:sync:work:compileProdDebugKotlin,Compiler IR generation,117.0,115.2,120,114,151,168,ms
:sync:work:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:sync:work:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:sync:work:compileProdDebugKotlin,Number of lines analyzed,582,582,582,582,582,582,
:sync:work:compileProdDebugKotlin,Number of lines for code generation,582,582,582,582,582,582,
:sync:work:compileProdDebugKotlin,Compiler IR lowering line number,582,582,582,582,582,582,
:sync:work:compileProdDebugKotlin,Compiler IR generation line number,582,582,582,582,582,582,
:sync:work:compileProdDebugKotlin,Compiler IR translation line number,582,582,582,582,582,582,
:sync:work:compileProdDebugKotlin,Size of classpath snapshot,3.7,3.7,4,4,4,4,MB
:sync:work:compileProdDebugKotlin,Number of cache misses when loading classpath entry snapshots,8,8,8,8,8,8,
:sync:work:compileProdDebugKotlin,Size of shrunk classpath snapshot,49.2,49.2,49,49,49,49,KB
:sync:work:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,74,74,74,74,74,74,
:sync:work:compileProdDebugKotlin,Analysis lines per second,821,834,793,823,993,1052,
:sync:work:compileProdDebugKotlin,Code generation lines per second,2336,2315,2172,2319,3153,3060,
:sync:work:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:sync:work:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:sync:work:compileProdDebugKotlin,Total size of the cache directory,588.8,588.8,589,589,589,589,KB
:sync:work:compileProdDebugKotlin,Number of classpath entries,82,82,82,82,82,82,
:sync:work:compileProdDebugKotlin,Save shrunk current classpath snapshot,2.6,2.92,3,3,3,6,ms
:sync:work:compileProdDebugKotlin,Clear jar cache,3.17,1.93,3,1,5,4,ms
:sync:work:compileProdDebugKotlin,Write history file,1.0,,1,,1,,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Compiler code analysis,1373.02,1429.44,1366,1393,1531,1704,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Update caches,4.08,4.36,3,3,10,8,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Compiler IR lowering,523.86,514.16,517,497,582,623,ms
